date,amount,vendor,classes
2025-11-08,9187.1,Milan Agencies-Milk-CDH-1,2
2025-11-07,9187.1,Milan Agencies-Milk-CDH-1,2
2025-11-06,9187.1,Milan Agencies-Milk-CDH-1,2
2025-11-03,8680.0,Thiruvathira Stores CDH-I CAFE,1
2025-11-07,2217.0,priya Vegitables Chalai CAFE-2,1
2025-11-04,12723.0,priya Vegitables Chalai CAFE-2,1
2025-11-03,13320.0,Thiruvathira Stores CDH-2CAFE,1
2025-11-06,1314.0,Sabhalam Enterprises CAFE CDH-2,1
2025-11-07,10542.0,Dinu Bakery CDH-2 cafe,1
2025-11-07,6780.0,Dinu Bakery CDH-2 cafe,1
2025-11-06,9000.0,Mani Stores Cafe 2,1
2025-11-04,100984.0,Rahul Stores cdh-2 cafe,1
2025-11-03,6353.0,Abad Fisheries Cdh-2 CAFE,1
2025-11-01,14369.0,Star Bakery /cafe-cdh-2,1
2025-11-03,2300.0,Cash Voucher CDH-2,3
2025-11-04,1050.0,Cash Voucher CDH-2,3
2025-11-04,950.0,Cash Voucher CDH-2,3
2025-11-07,760.0,Cash Voucher CDH-2,3
2025-11-06,250.0,Cash Voucher CDH-1,2
2025-11-07,1160.0,Cash Voucher CDH-1,2
2025-11-04,1000.0,Cash Voucher CDH-1,2
2025-11-04,1360.0,Cash Voucher CDH-1,2
2025-11-05,27500.0,Golden Buffet Wedding Planners (Appam),4
2025-11-07,2000.0,Dinu Bakery CDH-1,2
2025-11-07,1620.0,Dinu Bakery CDH-1,2
2025-11-06,2040.0,Dinu Bakery CDH-1,2
2025-11-11,3120.0,Dinu Bakery CDH-1,2
2025-11-12,7200.0,Dinu Bakery CDH-1,2
2025-11-07,16800.0,Fahad Home Center CDH-1,2
2025-11-09,3096.0,C H M Traders (nandini milk) CDH-1,2
2025-11-06,3096.0,C H M Traders (nandini milk) CDH-1,2
2025-11-07,1290.0,C H M Traders (nandini milk) CDH-1,2
2025-11-08,1290.0,C H M Traders (nandini milk) CDH-1,2
2025-11-11,24825.0,Ponmudi gas CDH-1,2
2025-11-08,24825.0,Ponmudi gas CDH-1,2
2025-11-10,1260.0,Magom Rice&Flowermill CDH-1,2
2025-11-11,8193.9,Milan Agencies-Milk-CDH-1,2
2025-11-12,8690.5,Milan Agencies-Milk-CDH-1,2
2025-11-10,8193.9,Milan Agencies-Milk-CDH-1,2
2025-11-09,9187.1,Milan Agencies-Milk-CDH-1,2
2025-11-12,74260.0,Rahul Stores CDH-1,2
2025-11-12,23540.0,Rahul Stores CDH-1,2
2025-11-12,72805.0,Rahul Stores CDH-1,2
2025-11-12,137220.0,Rahul Stores CDH-1,2
2025-11-11,45850.0,Amma vegetables cdh-1,2
2025-11-10,27916.5,Amma vegetables cdh-1,2
2025-11-11,94467.0,Amma vegetables cdh-1,2
2025-11-09,17010.0,Mani Stores CDH-1,2
2025-11-10,5956.0,Sabhalam enterprises CDH-1,2
2025-11-10,6800.0,Ponnus pappadam CDH-1,2
2025-11-10,350.0,Cash Voucher CDH-1,2
2025-11-12,2600.0,Cashvoucher /cafe-1,1
2025-11-11,9330.0,Dinu Bakery CDH-1 cafe,1
2025-11-08,5830.0,Dinu Bakery CDH-1 cafe,1
2025-11-09,2820.0,Dinu Bakery CDH-1 cafe,1
2025-11-11,11025.6,amma vegetables CDH-1 Cafe,1
2025-11-10,7012.0,Samudra Logistics CDH-1 CAFE,1
2025-11-09,18900.0,Mani egg store /cafe-1,1
2025-11-10,3759.0,Sabhalam Enterprises CDH-1 CAFE,1
2025-11-09,6919.0,Sabhalam Enterprises CDH-1 CAFE,1
2025-11-11,41518.0,Amma Vegitables cdh-2,3
2025-11-10,27015.5,Amma Vegitables cdh-2,3
2025-11-11,4418.0,Amma Vegitables cdh-2,3
2025-11-07,16800.0,Fahad Home Center CDH-2,3
2025-11-10,7756.0,Sabhalam Enterprises CDH-2,3
2025-11-10,34669.0,Fathima Chicken Vithura CDH-2,3
2025-11-08,1548.0,C H M Traders (nandini milk)CDH-2,3
2025-11-07,1806.0,C H M Traders (nandini milk)CDH-2,3
2025-11-06,2580.0,C H M Traders (nandini milk)CDH-2,3
2025-11-09,2580.0,C H M Traders (nandini milk)CDH-2,3
2025-11-11,13245.0,Dinu Bakery CDH-2 cafe,1
2025-11-11,9504.0,Dinu Bakery CDH-2 cafe,1
2025-11-08,24825.0,Ponmudi gas CDH-2,3
2025-11-11,24825.0,Ponmudi gas CDH-2,3
2025-11-10,7831.0,Samudra Logistics CDH-2 cafe,1
2025-11-11,76989.0,Priya Vegitables Chalai CDH-2,3
2025-11-11,5275.0,priya Vegitables Chalai CAFE-2,1
2025-11-09,26128.0,Sabhalam Enterprises CAFE CDH-2,1
2025-11-10,1314.0,Sabhalam Enterprises CAFE CDH-2,1
2025-11-10,1200.0,Magom Rice Flowermill CDH-2,3
2025-11-09,8690.5,Milan Agencies-Milk-CDH-2,3
2025-11-12,7449.0,Milan Agencies-Milk-CDH-2,3
2025-11-11,8690.5,Milan Agencies-Milk-CDH-2,3
2025-11-10,7449.0,Milan Agencies-Milk-CDH-2,3
2025-11-20,1848.0,Dinu Bakery CDH-1 cafe,1
2025-11-15,555.0,Dinu Bakery CDH-1 cafe,1
2025-11-20,8175.0,Dinu Bakery CDH-1 cafe,1
2025-11-20,10839.0,Dinu Bakery CDH-1 cafe,1
2025-11-18,10046.0,Dinu Bakery CDH-1 cafe,1
2025-11-21,7990.0,Dinu Bakery CDH-1 cafe,1
2025-11-18,3220.0,Dinu Bakery CDH-1 cafe,1
2025-11-10,13557.0,Dinu Bakery CDH-1 cafe,1
2025-11-19,3180.0,Dinu Bakery CDH-1 cafe,1
2025-11-12,4540.0,Dinu Bakery CDH-1 cafe,1
2025-11-20,7440.0,Thiruvathira Stores CDH-I CAFE,1
2025-11-21,19800.0,Mani egg store /cafe-1,1
2025-11-17,19500.0,Mani egg store /cafe-1,1
2025-11-09,18953.0,Star Bakery- Cafe1,1
2025-11-13,23902.0,Star Bakery- Cafe1,1
2025-11-18,17687.0,Star Bakery- Cafe1,1
2025-11-05,17199.0,Star Bakery- Cafe1,1
2025-11-20,800.0,magom rice flowermill cdh_1cafe,1
2025-11-12,800.0,magom rice flowermill cdh_1cafe,1
2025-11-16,800.0,magom rice flowermill cdh_1cafe,1
2025-11-13,10740.0,Rahul Stores /cafe-1,1
2025-11-13,1314.0,Sabhalam Enterprises CDH-1 CAFE,1
2025-11-20,4535.0,Sabhalam Enterprises CDH-1 CAFE,1
2025-11-13,4172.0,Sabhalam Enterprises CDH-1 CAFE,1
2025-11-18,22128.0,amma vegetables CDH-1 Cafe,1
2025-11-14,7760.6,amma vegetables CDH-1 Cafe,1
2025-11-06,221006.0,Star Bakery CDH-1,2
2025-11-19,25000.0,APPAM CATTERING TVM,4
2025-11-16,1200.0,Magom Rice&Flowermill CDH-1,2
2025-11-20,1020.0,Magom Rice&Flowermill CDH-1,2
2025-11-13,1200.0,Magom Rice&Flowermill CDH-1,2
2025-11-17,6800.0,Ponnus pappadam CDH-1,2
2025-11-18,3120.0,Dinu Bakery CDH-1,2
2025-11-16,8260.0,Dinu Bakery CDH-1,2
2025-11-21,19800.0,Mani Stores CDH-1,2
2025-11-17,19500.0,Mani Stores CDH-1,2
2025-11-14,41375.0,Ponmudi gas CDH-1,2
2025-11-18,33100.0,Ponmudi gas CDH-1,2
2025-11-21,33100.0,Ponmudi gas CDH-1,2
2025-11-13,5264.0,Rahul Stores CDH-1,2
2025-11-13,7005.0,Sabhalam enterprises CDH-1,2
2025-11-20,7455.0,Sabhalam enterprises CDH-1,2
2025-11-17,5870.0,Sabhalam enterprises CDH-1,2
2025-11-13,3612.0,C H M Traders (nandini milk) CDH-1,2
2025-11-14,2064.0,C H M Traders (nandini milk) CDH-1,2
2025-11-15,2838.0,C H M Traders (nandini milk) CDH-1,2
2025-11-16,5160.0,C H M Traders (nandini milk) CDH-1,2
2025-11-17,8636.0,C H M Traders (nandini milk) CDH-1,2
2025-11-18,2580.0,C H M Traders (nandini milk) CDH-1,2
2025-11-10,3870.0,C H M Traders (nandini milk) CDH-1,2
2025-11-11,3870.0,C H M Traders (nandini milk) CDH-1,2
2025-11-12,4386.0,C H M Traders (nandini milk) CDH-1,2
2025-11-21,17120.6,Amma vegetables cdh-1,2
2025-11-12,34762.0,Amma vegetables cdh-1,2
2025-11-18,113046.0,Amma vegetables cdh-1,2
2025-11-21,92785.0,Amma vegetables cdh-1,2
2025-11-19,36486.0,Amma vegetables cdh-1,2
2025-11-17,75376.0,Amma vegetables cdh-1,2
2025-11-16,27934.4,Amma vegetables cdh-1,2
2025-11-20,37800.0,Amma vegetables cdh-1,2
2025-11-15,32820.0,Amma vegetables cdh-1,2
2025-11-21,38880.0,Amma vegetables cdh-1,2
2025-11-14,88004.0,Amma vegetables cdh-1,2
2025-11-14,78984.0,Amma vegetables cdh-1,2
2025-11-14,8690.5,Milan Agencies-Milk-CDH-1,2
2025-11-15,8690.5,Milan Agencies-Milk-CDH-1,2
2025-11-16,8690.5,Milan Agencies-Milk-CDH-1,2
2025-11-17,8690.5,Milan Agencies-Milk-CDH-1,2
2025-11-22,9187.1,Milan Agencies-Milk-CDH-1,2
2025-11-18,8690.5,Milan Agencies-Milk-CDH-1,2
2025-11-23,9453.86,Milan Agencies-Milk-CDH-1,2
2025-11-19,8690.5,Milan Agencies-Milk-CDH-1,2
2025-11-20,8690.5,Milan Agencies-Milk-CDH-1,2
2025-11-21,9187.1,Milan Agencies-Milk-CDH-1,2
2025-11-13,8690.5,Milan Agencies-Milk-CDH-1,2
2025-11-17,39107.0,Fathima Chicken Vithura CDH-2,3
2025-11-13,38282.0,Fathima Chicken Vithura CDH-2,3
2025-11-20,36036.0,Fathima Chicken Vithura CDH-2,3
2025-11-16,13800.0,A.R.Associates CDH-1,2
2025-11-10,1806.0,C H M Traders (nandini milk)CDH-2,3
2025-11-12,5160.0,C H M Traders (nandini milk)CDH-2,3
2025-11-14,1290.0,C H M Traders (nandini milk)CDH-2,3
2025-11-15,1290.0,C H M Traders (nandini milk)CDH-2,3
2025-11-16,1290.0,C H M Traders (nandini milk)CDH-2,3
2025-11-17,8120.0,C H M Traders (nandini milk)CDH-2,3
2025-11-18,2580.0,C H M Traders (nandini milk)CDH-2,3
2025-11-17,6800.0,Ponnus Papadam CDH-2,3
2025-11-14,24825.0,Ponmudi gas CDH-2,3
2025-11-21,33100.0,Ponmudi gas CDH-2,3
2025-11-18,33100.0,Ponmudi gas CDH-2,3
2025-11-16,4290.0,Dinu Bakery CDH-2,3
2025-11-11,3120.0,Dinu Bakery CDH-2,3
2025-11-12,7200.0,Dinu Bakery CDH-2,3
2025-11-18,3510.0,Dinu Bakery CDH-2,3
2025-11-20,10840.0,Sabhalam Enterprises CDH-2,3
2025-11-17,9510.0,Sabhalam Enterprises CDH-2,3
2025-11-13,9510.0,Sabhalam Enterprises CDH-2,3
2025-11-18,29700.0,Gomathy Egg Stores CDH-2,3
2025-11-12,19200.0,Gomathy Egg Stores CDH-2,3
2025-11-16,13800.0,A.R.Associates CDH-2,3
2025-11-16,1100.0,Magom Rice Flowermill CDH-2,3
2025-11-20,780.0,Magom Rice Flowermill CDH-2,3
2025-11-13,1200.0,Magom Rice Flowermill CDH-2,3
2025-11-20,9600.0,Thiruvathira Stores CDH-2CAFE,1
2025-11-18,96260.0,Priya Vegitables Chalai CDH-2,3
2025-11-14,56191.0,Priya Vegitables Chalai CDH-2,3
2025-11-21,80477.0,Priya Vegitables Chalai CDH-2,3
2025-11-19,45476.0,Amma Vegitables cdh-2,3
2025-11-18,6404.0,Amma Vegitables cdh-2,3
2025-11-17,8610.0,Amma Vegitables cdh-2,3
2025-11-16,35602.4,Amma Vegitables cdh-2,3
2025-11-20,37800.0,Amma Vegitables cdh-2,3
2025-11-15,83840.0,Amma Vegitables cdh-2,3
2025-11-21,23114.0,Amma Vegitables cdh-2,3
2025-11-14,78984.0,Amma Vegitables cdh-2,3
2025-11-21,4750.0,Amma Vegitables cdh-2,3
2025-11-14,15460.0,Amma Vegitables cdh-2,3
2025-11-12,33727.0,Amma Vegitables cdh-2,3
2025-11-13,7449.0,Milan Agencies-Milk-CDH-2,3
2025-11-20,8690.5,Milan Agencies-Milk-CDH-2,3
2025-11-19,7449.0,Milan Agencies-Milk-CDH-2,3
2025-11-18,7449.0,Milan Agencies-Milk-CDH-2,3
2025-11-22,7449.0,Milan Agencies-Milk-CDH-2,3
2025-11-17,8690.5,Milan Agencies-Milk-CDH-2,3
2025-11-21,8690.5,Milan Agencies-Milk-CDH-2,3
2025-11-16,7449.0,Milan Agencies-Milk-CDH-2,3
2025-11-15,7449.0,Milan Agencies-Milk-CDH-2,3
2025-11-14,7449.0,Milan Agencies-Milk-CDH-2,3
2025-11-23,7671.3,Milan Agencies-Milk-CDH-2,3
2025-11-13,114515.0,Rahul stores CDH-2,3
2025-11-22,41585.0,Rahul stores CDH-2,3
2025-11-22,111300.0,Rahul stores CDH-2,3
2025-11-22,81620.0,Rahul stores CDH-2,3
2025-11-22,40495.0,Rahul stores CDH-2,3
2025-11-13,43605.0,Rahul stores CDH-2,3
2025-11-21,20109.0,Dinu Bakery CDH-2 cafe,1
2025-11-15,6960.0,Dinu Bakery CDH-2 cafe,1
2025-11-18,10800.0,Dinu Bakery CDH-2 cafe,1
2025-11-21,6348.0,Dinu Bakery CDH-2 cafe,1
2025-11-20,2074.0,Sabhalam Enterprises CAFE CDH-2,1
2025-11-17,816.0,Sabhalam Enterprises CAFE CDH-2,1
2025-11-13,4172.0,Sabhalam Enterprises CAFE CDH-2,1
2025-11-14,9600.0,Gomathy Egg Stores CDH-2 CAFE,1
2025-11-13,34782.0,Rahul Stores cdh-2 cafe,1
2025-11-18,10475.0,priya Vegitables Chalai CAFE-2,1
2025-11-14,1536.0,priya Vegitables Chalai CAFE-2,1
2025-11-21,9411.0,priya Vegitables Chalai CAFE-2,1
2025-11-16,14923.0,Star Bakery /cafe-cdh-2,1
2025-11-10,17777.0,Star Bakery /cafe-cdh-2,1
2025-11-05,14748.0,Star Bakery /cafe-cdh-2,1
2025-11-20,5500.0,Cash Vaucher,4
2025-11-12,1700.0,Cash Voucher CDH-1,2
2025-11-07,350.0,Cash Voucher CDH-1,2
2025-11-10,380.0,Cash Voucher CDH-1,2
2025-11-11,300.0,Cash Voucher CDH-1,2
2025-11-11,1260.0,Cash Voucher CDH-1,2
2025-11-17,2065.0,cash voucher cdh-2 cafe,1
2025-11-11,640.0,cash voucher cdh-2 cafe,1
2025-11-17,3599.0,Cashvoucher /cafe-1,1
2025-11-17,2345.0,Cash Voucher CDH-2,3
2025-11-10,380.0,Cash Voucher CDH-2,3
2025-11-11,960.0,Cash Voucher CDH-2,3
2025-11-18,450.0,Cash Voucher CDH-2,3
2025-10-01,18315.0,Dinu Bakery CDH-1 cafe,1
2025-10-17,18073.0,Dinu Bakery CDH-1 cafe,1
2025-10-28,4885.0,Dinu Bakery CDH-1 cafe,1
2025-10-10,17262.0,Dinu Bakery CDH-1 cafe,1
2025-09-24,18285.0,Dinu Bakery CDH-1 cafe,1
2025-10-01,13101.0,Dinu Bakery CDH-1 cafe,1
2025-09-20,21395.0,Dinu Bakery CDH-1 cafe,1
2025-10-26,26200.0,Dinu Bakery CDH-1 cafe,1
2025-11-09,2820.0,Dinu Bakery CDH-1 cafe,1
2025-10-21,19025.0,Dinu Bakery CDH-1 cafe,1
2025-11-08,5830.0,Dinu Bakery CDH-1 cafe,1
2025-10-16,19395.0,Dinu Bakery CDH-1 cafe,1
2025-11-11,9330.0,Dinu Bakery CDH-1 cafe,1
2025-10-11,18465.0,Dinu Bakery CDH-1 cafe,1
2025-10-07,16080.0,Dinu Bakery CDH-1 cafe,1
2025-12-01,9187.1,Milan Agencies-Milk-CDH-1,2
2025-11-13,10470.0,Rahul Stores /cafe-1,1
2025-12-06,3675.0,Amma vegetables cdh-1,2
2025-12-08,55552.0,Amma vegetables cdh-1,2
2025-12-05,4428.0,Amma vegetables cdh-1,2
2025-12-04,90859.0,Amma vegetables cdh-1,2
2025-12-01,25863.0,Amma vegetables cdh-1,2
2025-12-03,18738.0,Amma vegetables cdh-1,2
2025-12-02,81469.0,Amma vegetables cdh-1,2
2025-12-07,12615.0,Dinu Bakery CDH-1 cafe,2
2025-12-07,12615.0,Dinu Bakery CDH-1 cafe,1
2025-12-05,1700.0,Dinu Bakery CDH-1 cafe,2
2025-12-05,1700.0,Dinu Bakery CDH-1 cafe,1
2025-12-03,4180.0,Dinu Bakery CDH-1 cafe,2
2025-12-03,4180.0,Dinu Bakery CDH-1 cafe,1
2025-12-02,9260.0,Dinu Bakery CDH-1 cafe,2
2025-12-02,9260.0,Dinu Bakery CDH-1 cafe,1
2025-12-07,3560.0,Dinu Bakery CDH-1 cafe,2
2025-12-07,3560.0,Dinu Bakery CDH-1 cafe,1
2025-12-03,10125.0,Dinu Bakery CDH-1,2
2025-12-01,39920.0,Rahul Stores CDH-1,2
2025-12-01,45335.0,Rahul Stores CDH-1,2
2025-12-01,94870.0,Rahul Stores CDH-1,2
2025-12-01,186230.0,Rahul Stores CDH-1,2
2025-12-01,94665.0,Star Bakery CDH-1,2
2025-12-07,1460.0,Magom Rice&Flowermill CDH-1,2
2025-12-04,940.0,Magom Rice&Flowermill CDH-1,2
2025-12-05,6800.0,Ponnus pappadam CDH-1,2
2025-12-05,24675.0,Ponmudi gas CDH-1,2
2025-12-08,41125.0,Ponmudi gas CDH-1,2
2025-12-02,24675.0,Ponmudi gas CDH-1,2
2025-12-09,11173.5,Milan Agencies-Milk-CDH-1,2
2025-12-02,9187.1,Milan Agencies-Milk-CDH-1,2
2025-12-04,8442.2,Milan Agencies-Milk-CDH-1,2
2025-12-05,8442.2,Milan Agencies-Milk-CDH-1,2
2025-12-08,12911.6,Milan Agencies-Milk-CDH-1,2
2025-12-03,4966.0,Milan Agencies-Milk-CDH-1,2
2025-12-07,8442.2,Milan Agencies-Milk-CDH-1,2
2025-12-06,8442.2,Milan Agencies-Milk-CDH-1,2
2025-12-08,7584.0,Sabhalam enterprises CDH-1,2
2025-12-04,7455.0,Sabhalam enterprises CDH-1,2
2025-12-01,6191.0,Sabhalam enterprises CDH-1,2
2025-12-04,16102.0,Star Bakery- Cafe1,1
2025-12-01,16058.0,Star Bakery- Cafe1,1
2025-12-01,10880.0,Thiruvathira Stores CDH-I CAFE,1
2025-12-04,3994.0,Sabhalam Enterprises CDH-1 CAFE,2
2025-12-04,3994.0,Sabhalam Enterprises CDH-1 CAFE,1
2025-12-01,33156.0,Sabhalam Enterprises CDH-1 CAFE,2
2025-12-01,33156.0,Sabhalam Enterprises CDH-1 CAFE,1
2025-12-08,3994.0,Sabhalam Enterprises CDH-1 CAFE,2
2025-12-08,3994.0,Sabhalam Enterprises CDH-1 CAFE,1
2025-12-04,15963.6,amma vegetables CDH-1 Cafe,2
2025-12-04,15963.6,amma vegetables CDH-1 Cafe,1
2025-12-08,6980.0,amma vegetables CDH-1 Cafe,2
2025-12-08,6980.0,amma vegetables CDH-1 Cafe,1
2025-12-02,9869.0,amma vegetables CDH-1 Cafe,2
2025-12-02,9869.0,amma vegetables CDH-1 Cafe,1
2025-12-03,74464.0,Rahul Stores /cafe-1,1
2025-12-03,36919.0,Rahul Stores /cafe-1,1
2025-12-01,800.0,magom rice flowermill cdh_1cafe,1
2025-12-08,800.0,magom rice flowermill cdh_1cafe,1
2025-12-03,63700.0,Rahul Stores cdh-2 cafe,3
2025-12-03,63700.0,Rahul Stores cdh-2 cafe,1
2025-12-03,4404.0,Dinu Bakery CDH-2 cafe,3
2025-12-03,4404.0,Dinu Bakery CDH-2 cafe,1
2025-12-07,3888.0,Dinu Bakery CDH-2 cafe,3
2025-12-07,3888.0,Dinu Bakery CDH-2 cafe,1
2025-12-05,10050.0,Gomathy Egg Stores CDH-2 CAFE,3
2025-12-05,10050.0,Gomathy Egg Stores CDH-2 CAFE,1
2025-12-05,5379.0,Star Bakery /cafe-cdh-2,3
2025-12-05,5379.0,Star Bakery /cafe-cdh-2,1
2025-12-01,8525.0,Star Bakery /cafe-cdh-2,3
2025-12-01,8525.0,Star Bakery /cafe-cdh-2,1
2025-12-04,5525.0,Amma vegetables CDH-2 CAFE,3
2025-12-04,5525.0,Amma vegetables CDH-2 CAFE,1
2025-12-04,8493.0,Sabhalam Enterprises CAFE CDH-2,3
2025-12-04,8493.0,Sabhalam Enterprises CAFE CDH-2,1
2025-12-08,17364.0,Sabhalam Enterprises CAFE CDH-2,3
2025-12-08,17364.0,Sabhalam Enterprises CAFE CDH-2,1
2025-12-01,31448.5,Sabhalam Enterprises CAFE CDH-2,3
2025-12-01,31448.5,Sabhalam Enterprises CAFE CDH-2,1
2025-12-01,12680.0,Thiruvathira Stores CDH-2CAFE,3
2025-12-01,12680.0,Thiruvathira Stores CDH-2CAFE,1
2025-12-03,8325.0,Dinu Bakery CDH-2,3
2025-12-02,38887.0,Amma Vegitables cdh-2,3
2025-12-04,41377.8,Amma Vegitables cdh-2,3
2025-12-05,2214.0,Amma Vegitables cdh-2,3
2025-12-01,27681.0,Amma Vegitables cdh-2,3
2025-12-06,24076.0,Amma Vegitables cdh-2,3
2025-12-03,11294.0,Amma Vegitables cdh-2,3
2025-12-02,7449.0,Milan Agencies-Milk-CDH-2,3
2025-12-07,4966.0,Milan Agencies-Milk-CDH-2,3
2025-12-03,7449.0,Milan Agencies-Milk-CDH-2,3
2025-12-06,4966.0,Milan Agencies-Milk-CDH-2,3
2025-12-08,4966.0,Milan Agencies-Milk-CDH-2,3
2025-12-01,7449.0,Milan Agencies-Milk-CDH-2,3
2025-12-09,3724.5,Milan Agencies-Milk-CDH-2,3
2025-12-04,6207.5,Milan Agencies-Milk-CDH-2,3
2025-12-05,4966.0,Milan Agencies-Milk-CDH-2,3
2025-12-04,36705.0,Fathima Chicken Vithura CDH-2,3
2025-12-01,38944.0,Fathima Chicken Vithura CDH-2,3
2025-12-08,3170.0,Sabhalam Enterprises CDH-2,3
2025-12-04,2955.0,Sabhalam Enterprises CDH-2,3
2025-12-01,7756.0,Sabhalam Enterprises CDH-2,3
2025-12-04,600.0,Magom Rice Flowermill CDH-2,3
2025-12-05,20100.0,Gomathy Egg Stores CDH-2,3
2025-12-05,6800.0,Ponnus Papadam CDH-2,3
2025-12-02,24675.0,Ponmudi gas CDH-2,3
2025-12-05,16450.0,Ponmudi gas CDH-2,3
2025-12-02,1000.0,Cash Voucher CDH-1,2
2025-12-08,50.0,Cash Voucher CDH-1,2
2025-12-02,2200.0,Cash Voucher CDH-1,2
2025-12-05,1000.0,Cash Voucher CDH-1,2
2025-12-03,550.0,Cash Voucher CDH-1,2
2025-12-03,500.0,Cashvoucher /cafe-1,1
2025-12-05,560.0,Cash Voucher CDH-2,3
2025-12-02,360.0,Cash Voucher CDH-2,3
2025-11-28,1060.0,Cash Voucher CDH-2,3
2025-12-03,460.0,cash voucher cdh-2 cafe,3
2025-12-03,460.0,cash voucher cdh-2 cafe,1
