date,amount,vendor,classes
2025-09-18,3830.0,Sabhalam Enterprises CDH-1 CAFE,2
2025-09-19,9710.0,Rahul Stores /cafe-1,1
2025-09-15,800.0,magom rice flowermill cdh_1cafe,2
2025-09-12,800.0,magom rice flowermill cdh_1cafe,2
2025-09-15,5213.0,Samudra Logistics CDH-1 CAFE,2
2025-09-12,16123.0,A.R.Associates CDH-1CAFE,2
2025-09-15,5560.0,Thiruvathira Stores CDH-I CAFE,1
2025-09-17,12390.0,Mani egg store /cafe-1,1
2025-09-16,9616.75,amma vegetables CDH-1 Cafe,2
2025-09-12,8721.0,amma vegetables CDH-1 Cafe,2
2025-09-19,14310.8,amma vegetables CDH-1 Cafe,2
2025-09-16,3784.0,Star Bakery- Cafe1,1
2025-09-13,15452.0,Star Bakery- Cafe1,1
2025-09-09,13059.0,Star Bakery- Cafe1,1
2025-09-16,3915.0,priya Vegitables Chalai CAFE-2,1
2025-09-19,5777.0,priya Vegitables Chalai CAFE-2,1
2025-09-12,16379.0,priya Vegitables Chalai CAFE-2,1
2025-09-15,5035.0,Star Bakery /cafe-cdh-2,3
2025-09-09,19671.0,Star Bakery /cafe-cdh-2,3
2025-09-15,7240.0,Thiruvathira Stores CDH-2CAFE,3
2025-09-15,6810.0,Samudra Logistics CDH-2 cafe,3
2025-09-19,56548.0,Rahul Stores cdh-2 cafe,3
2025-09-13,5100.0,Dinu Bakery CDH-2 cafe,3
2025-09-15,9500.0,Dinu Bakery CDH-2 cafe,3
2025-09-15,11610.0,Dinu Bakery CDH-2 cafe,3
2025-09-19,8850.0,Gomathy Egg Stores CDH-2 CAFE,3
2025-09-12,13800.0,A.R.Associates CDH-2CAFE,3
2025-09-15,2788.0,Sabhalam Enterprises CAFE CDH-2,3
2025-09-18,384.0,Sabhalam Enterprises CAFE CDH-2,3
2025-09-20,630.0,Cash Voucher CDH-2,3
2025-09-18,1167.0,Cash Voucher CDH-2,3
2025-09-11,1190.0,Cash Voucher CDH-2,3
2025-09-15,650.0,cash voucher cdh-2 cafe,3
2025-09-17,400.0,Cash Voucher CDH-1,2
2025-09-19,1165.0,Cash Voucher CDH-1,2
2025-09-16,240.0,Cash Voucher CDH-1,2
2025-09-15,80.0,Cash Voucher CDH-1,2
2025-09-15,1930.0,Cashvoucher /cafe-1,1
2025-09-30,1794980.0,Amrithamayi Charitable Society,4
2025-09-22,11173.5,Milan Agencies-Milk-CDH-2,3
2025-09-27,11173.5,Milan Agencies-Milk-CDH-2,3
2025-09-24,12415.0,Milan Agencies-Milk-CDH-2,3
2025-09-26,11173.5,Milan Agencies-Milk-CDH-2,3
2025-09-25,13159.9,Milan Agencies-Milk-CDH-2,3
2025-09-23,13656.5,Milan Agencies-Milk-CDH-2,3
2025-09-28,4966.0,Milan Agencies-Milk-CDH-2,3
2025-09-21,9932.0,Milan Agencies-Milk-CDH-2,3
2025-09-24,17700.0,Gomathy Egg Stores CDH-2,3
2025-09-25,11270.0,Sabhalam Enterprises CDH-2,3
2025-09-22,5870.0,Sabhalam Enterprises CDH-2,3
2025-09-22,5870.0,Sabhalam Enterprises CDH-2,3
2025-09-25,11270.0,Sabhalam Enterprises CDH-2,3
2025-09-23,70784.0,Priya Vegitables Chalai CDH-2,3
2025-09-26,52666.0,Priya Vegitables Chalai CDH-2,3
2025-09-26,2450.0,Amma Vegitables cdh-2,3
2025-09-26,10852.0,Amma Vegitables cdh-2,3
2025-09-22,40085.0,Amma Vegitables cdh-2,3
2025-09-24,33860.0,Amma Vegitables cdh-2,3
2025-09-23,25899.0,Amma Vegitables cdh-2,3
2025-09-23,73700.0,Amma Vegitables cdh-2,3
2025-09-20,2465.0,Star Bakery CDH-2,3
2025-09-25,34763.0,Fathima Chicken Vithura CDH-2,3
2025-09-22,39357.0,Fathima Chicken Vithura CDH-2,3
2025-09-18,8500.0,Ponnus Papadam CDH-2,3
2025-09-26,79740.0,Rahul stores CDH-2,3
2025-09-20,24675.0,Ponmudi gas CDH-2,3
2025-09-24,32900.0,Ponmudi gas CDH-2,3
2025-09-27,24675.0,Ponmudi gas CDH-2,3
2025-09-24,8550.0,Dinu Bakery CDH-2,3
2025-09-23,2760.0,Dinu Bakery CDH-2,3
2025-09-23,4000.0,Dinu Bakery CDH-2,3
2025-09-24,8850.0,Gomathy Egg Stores CDH-2 CAFE,3
2025-09-21,19449.0,Sabhalam Enterprises CAFE CDH-2,3
2025-09-25,1404.0,Sabhalam Enterprises CAFE CDH-2,3
2025-09-22,1404.0,Sabhalam Enterprises CAFE CDH-2,3
2025-09-23,2946.0,priya Vegitables Chalai CAFE-2,1
2025-09-26,2610.0,priya Vegitables Chalai CAFE-2,1
2025-09-23,6885.0,Star Bakery /cafe-cdh-2,3
2025-09-17,21214.0,Star Bakery /cafe-cdh-2,3
2025-09-24,10654.0,Dinu Bakery CDH-2 cafe,3
2025-09-20,16410.0,Dinu Bakery CDH-2 cafe,3
2025-09-26,1710.0,Dinu Bakery CDH-2 cafe,3
2025-09-22,1104.0,Dinu Bakery CDH-2 cafe,3
2025-09-20,10860.0,Dinu Bakery CDH-2 cafe,3
2025-09-24,1360.0,Magom Rice Flowermill CDH-2,3
2025-09-26,81860.0,Amma vegetables cdh-1,2
2025-09-23,95811.2,Amma vegetables cdh-1,2
2025-09-23,17030.0,Amma vegetables cdh-1,2
2025-09-24,33860.0,Amma vegetables cdh-1,2
2025-09-26,106166.0,Amma vegetables cdh-1,2
2025-09-26,13920.0,Mani Stores CDH-1,2
2025-09-22,14160.0,Mani Stores CDH-1,2
2025-09-24,5580.0,Dinu Bakery CDH-1,2
2025-09-23,5760.0,Dinu Bakery CDH-1,2
2025-09-19,1620.0,Dinu Bakery CDH-1,2
2025-09-27,32900.0,Ponmudi gas CDH-1,2
2025-09-24,32900.0,Ponmudi gas CDH-1,2
2025-09-20,41125.0,Ponmudi gas CDH-1,2
2025-09-26,68015.0,Rahul Stores CDH-1,2
2025-09-22,4970.0,Sabhalam enterprises CDH-1,2
2025-09-25,6340.0,Sabhalam enterprises CDH-1,2
2025-09-24,1280.0,Magom Rice&Flowermill CDH-1,2
2025-09-27,10600.9,Milan Agencies-Milk-CDH-1,2
2025-09-23,13466.5,Milan Agencies-Milk-CDH-1,2
2025-09-26,9645.7,Milan Agencies-Milk-CDH-1,2
2025-09-22,10600.9,Milan Agencies-Milk-CDH-1,2
2025-09-24,12988.9,Milan Agencies-Milk-CDH-1,2
2025-09-25,12033.7,Milan Agencies-Milk-CDH-1,2
2025-09-28,8690.5,Milan Agencies-Milk-CDH-1,2
2025-09-23,11502.1,amma vegetables CDH-1 Cafe,2
2025-09-26,13325.0,amma vegetables CDH-1 Cafe,2
2025-09-26,12180.0,Mani egg store /cafe-1,1
2025-09-22,12390.0,Mani egg store /cafe-1,1
2025-09-25,6545.0,Dinu Bakery CDH-1 cafe,2
2025-09-26,1710.0,Dinu Bakery CDH-1 cafe,2
2025-09-09,37865.0,Dinu Bakery CDH-1 cafe,2
2025-09-02,29100.0,Dinu Bakery CDH-1 cafe,2
2025-09-24,12804.0,Dinu Bakery CDH-1 cafe,2
2025-09-21,9014.0,Sabhalam Enterprises CDH-1 CAFE,2
2025-09-22,3555.0,Sabhalam Enterprises CDH-1 CAFE,2
2025-09-25,4065.0,Sabhalam Enterprises CDH-1 CAFE,2
2025-09-20,800.0,magom rice flowermill cdh_1cafe,2
2025-09-23,800.0,magom rice flowermill cdh_1cafe,2
2025-09-09,1000.0,Cash Voucher CDH-2,3
2025-09-26,760.0,Cash Voucher CDH-2,3
2025-09-26,760.0,Cash Voucher CDH-2,3
2025-09-23,1060.0,Cash Voucher CDH-2,3
2025-09-19,1210.0,Cash Voucher CDH-2,3
2025-09-19,1660.0,Cash Voucher CDH-2,3
2025-09-16,1000.0,Cash Voucher CDH-2,3
2025-09-21,810.0,Cash Voucher CDH-2,3
2025-09-12,1210.0,Cash Voucher CDH-2,3
2025-09-11,700.0,Cash Voucher CDH-2,3
2025-09-23,1140.0,cash voucher cdh-2 cafe,3
2025-09-26,600.0,Cash Voucher CDH-1,2
2025-09-26,1360.0,Cash Voucher CDH-1,2
2025-09-23,1360.0,Cash Voucher CDH-1,2
2025-09-19,1360.0,Cash Voucher CDH-1,2
2025-09-09,1060.0,Cash Voucher CDH-1,2
2025-09-21,2240.0,Cash Voucher CDH-1,2
2025-09-19,1700.0,Cash Voucher CDH-1,2
2025-09-16,1360.0,Cash Voucher CDH-1,2
2025-09-21,630.0,Cash Voucher CDH-1,2
2025-09-12,1360.0,Cash Voucher CDH-1,2
2025-09-25,30292.0,Star Bakery CDH-1,2
2025-09-18,85392.0,Star Bakery CDH-1,2
2025-09-23,10692.0,Star Bakery- Cafe1,1
2025-09-21,11390.0,Star Bakery- Cafe1,1
2025-09-17,23905.0,Star Bakery- Cafe1,1
2025-09-11,700.0,Cashvoucher /cafe-1,1
2025-09-26,7000.0,FOOD WASTE DISPOSAL,4
2025-09-26,13000.0,KITCHENSTAFFS HOUSE RENT,4
2025-09-26,5000.0,Vithura House Rent,4
2025-09-21,35000.0,Star vehicle rent,4
2025-10-02,7971.0,Sabhalam Enterprises CDH-2,3
2025-10-01,50297.0,Amma Vegitables cdh-2,3
2025-10-02,16781.0,Fathima Chicken Vithura CDH-2,3
2025-10-01,8690.5,Milan Agencies-Milk-CDH-2,3
2025-10-02,6207.5,Milan Agencies-Milk-CDH-2,3
2025-10-03,6207.5,Milan Agencies-Milk-CDH-2,3
2025-10-01,700.0,Magom Rice Flowermill CDH-2,3
2025-10-01,4120.0,Dinu Bakery CDH-2,3
2025-10-03,10142.1,amma vegetables CDH-1 Cafe,1
2025-10-02,3595.0,Sabhalam Enterprises CDH-1 CAFE,1
2025-10-02,510.0,Sabhalam Enterprises CAFE CDH-2,1
2025-10-02,187220.0,Rahul Stores CDH-1,2
2025-10-02,53820.0,Rahul Stores CDH-1,2
2025-10-02,46895.0,Rahul Stores CDH-1,2
2025-10-02,80012.0,Rahul Stores CDH-1,2
2025-10-02,74630.0,Rahul Stores CDH-1,2
2025-10-03,68027.6,Amma vegetables cdh-1,2
2025-10-01,30370.0,Amma vegetables cdh-1,2
2025-10-02,5741.0,Sabhalam enterprises CDH-1,2
2025-10-01,6704.1,Milan Agencies-Milk-CDH-1,2
2025-10-03,8690.5,Milan Agencies-Milk-CDH-1,2
2025-10-02,6704.1,Milan Agencies-Milk-CDH-1,2
2025-10-01,3770.0,Dinu Bakery CDH-1,2
2025-10-01,1280.0,Magom Rice&Flowermill CDH-1,2
2025-09-30,3350.0,Dinu Bakery CDH-1 cafe,1
2025-10-01,8180.0,Dinu Bakery CDH-1 cafe,1
2025-10-02,2650.0,Cash Voucher CDH-1,2
2025-10-01,200.0,Cash Voucher CDH-1,2
2025-10-01,1525.0,Cashvoucher /cafe-1,1
2025-10-08,1040.0,Magom Rice Flowermill CDH-2,3
2025-10-08,29390.0,Amma Vegitables cdh-2,3
2025-10-04,84655.0,Amma Vegitables cdh-2,3
2025-10-07,4895.0,Amma Vegitables cdh-2,3
2025-10-10,20550.0,Amma Vegitables cdh-2,3
2025-10-03,5335.0,Amma Vegitables cdh-2,3
2025-10-07,2450.0,Amma Vegitables cdh-2,3
2025-10-06,17210.0,Amma Vegitables cdh-2,3
2025-10-08,33220.0,Ponmudi gas CDH-2,3
2025-10-04,24915.0,Ponmudi gas CDH-2,3
2025-10-03,58992.0,Priya Vegitables Chalai CDH-2,3
2025-10-10,98716.0,Priya Vegitables Chalai CDH-2,3
2025-10-07,43960.0,Priya Vegitables Chalai CDH-2,3
2025-10-04,59070.0,Rahul stores CDH-2,3
2025-10-07,71000.0,Rahul stores CDH-2,3
2025-10-04,113025.0,Rahul stores CDH-2,3
2025-10-04,68830.0,Rahul stores CDH-2,3
2025-10-04,155560.0,Rahul stores CDH-2,3
2025-10-06,7670.0,Sabhalam Enterprises CDH-2,3
2025-10-09,9120.0,Sabhalam Enterprises CDH-2,3
2025-10-06,30611.0,Fathima Chicken Vithura CDH-2,3
2025-10-09,31913.0,Fathima Chicken Vithura CDH-2,3
2025-10-07,7120.0,Fahad Home Center CDH-2,3
2025-10-09,2500.0,Star Bakery CDH-2,3
2025-10-12,11173.5,Milan Agencies-Milk-CDH-2,3
2025-10-09,12415.0,Milan Agencies-Milk-CDH-2,3
2025-10-11,11173.5,Milan Agencies-Milk-CDH-2,3
2025-10-10,9932.0,Milan Agencies-Milk-CDH-2,3
2025-10-05,8690.5,Milan Agencies-Milk-CDH-2,3
2025-10-08,8690.5,Milan Agencies-Milk-CDH-2,3
2025-10-06,9932.0,Milan Agencies-Milk-CDH-2,3
2025-10-07,11173.5,Milan Agencies-Milk-CDH-2,3
2025-10-07,2400.0,Dinu Bakery CDH-2,3
2025-10-08,7650.0,Dinu Bakery CDH-2,3
2025-10-04,17100.0,Gomathy Egg Stores CDH-2,3
2025-10-08,16800.0,Gomathy Egg Stores CDH-2,3
2025-10-02,101868.0,Star Bakery CDH-1,2
2025-10-05,13200.0,Mani Stores CDH-1,2
2025-10-07,10520.0,Fahad Home Center CDH-1,2
2025-10-08,1380.0,Magom Rice&Flowermill CDH-1,2
2025-10-11,2924.0,Dinu Bakery CDH-1,2
2025-10-07,2600.0,Dinu Bakery CDH-1,2
2025-10-10,1250.0,Dinu Bakery CDH-1,2
2025-10-08,7200.0,Dinu Bakery CDH-1,2
2025-10-04,880.0,Dinu Bakery CDH-1,2
2025-10-07,3000.0,Rahul Stores CDH-1,2
2025-10-06,4070.0,Sabhalam enterprises CDH-1,2
2025-10-09,6145.0,Sabhalam enterprises CDH-1,2
2025-10-04,33220.0,Ponmudi gas CDH-1,2
2025-10-08,41525.0,Ponmudi gas CDH-1,2
2025-10-07,76445.0,Amma vegetables cdh-1,2
2025-10-04,52930.0,Amma vegetables cdh-1,2
2025-10-07,101972.0,Amma vegetables cdh-1,2
2025-10-08,29390.0,Amma vegetables cdh-1,2
2025-10-06,18310.0,Amma vegetables cdh-1,2
2025-10-10,103323.0,Amma vegetables cdh-1,2
2025-10-10,9435.4,Milan Agencies-Milk-CDH-1,2
2025-10-09,15949.5,Milan Agencies-Milk-CDH-1,2
2025-10-08,14211.4,Milan Agencies-Milk-CDH-1,2
2025-10-06,9359.4,Milan Agencies-Milk-CDH-1,2
2025-10-11,11345.8,Milan Agencies-Milk-CDH-1,2
2025-10-04,4966.0,Milan Agencies-Milk-CDH-1,2
2025-10-12,10868.2,Milan Agencies-Milk-CDH-1,2
2025-10-05,8690.5,Milan Agencies-Milk-CDH-1,2
2025-10-07,10811.2,Milan Agencies-Milk-CDH-1,2
2025-10-04,17256.0,Amma vegetables CDH-2 CAFE,1
2025-10-07,3560.0,priya Vegitables Chalai CAFE-2,1
2025-10-10,13093.0,priya Vegitables Chalai CAFE-2,1
2025-10-03,7769.0,priya Vegitables Chalai CAFE-2,1
2025-10-06,1404.0,Sabhalam Enterprises CAFE CDH-2,1
2025-10-09,1404.0,Sabhalam Enterprises CAFE CDH-2,1
2025-10-07,78755.0,Rahul Stores cdh-2 cafe,1
2025-10-07,4160.0,Star Bakery /cafe-cdh-2,1
2025-10-01,7482.0,Star Bakery /cafe-cdh-2,1
2025-10-10,1926.0,Star Bakery /cafe-cdh-2,1
2025-10-04,8550.0,Gomathy Egg Stores CDH-2 CAFE,1
2025-10-08,8400.0,Gomathy Egg Stores CDH-2 CAFE,1
2025-10-04,8400.0,Thiruvathira Stores CDH-2CAFE,1
2025-10-09,16656.0,Dinu Bakery CDH-2 cafe,1
2025-10-11,9120.0,Dinu Bakery CDH-2 cafe,1
2025-10-07,12285.0,Dinu Bakery CDH-2 cafe,1
2025-10-11,8448.0,Dinu Bakery CDH-2 cafe,1
2025-10-07,9422.0,Dinu Bakery CDH-2 cafe,1
2025-10-11,13212.0,Dinu Bakery CDH-2 cafe,1
2025-10-08,2010.0,Dinu Bakery CDH-1 cafe,1
2025-10-10,10428.0,Dinu Bakery CDH-1 cafe,1
2025-10-08,8810.0,Dinu Bakery CDH-1 cafe,1
2025-10-10,11394.0,Dinu Bakery CDH-1 cafe,1
2025-10-09,16676.0,Dinu Bakery CDH-1 cafe,1
2025-10-09,16656.0,Dinu Bakery CDH-1 cafe,1
2025-10-03,3180.0,Dinu Bakery CDH-1 cafe,1
2025-10-04,1000.0,Dinu Bakery CDH-1 cafe,1
2025-10-08,7762.0,Dinu Bakery CDH-1 cafe,1
2025-10-08,13930.0,Dinu Bakery CDH-1 cafe,1
2025-10-05,11550.0,Mani egg store /cafe-1,1
2025-10-04,6440.0,Thiruvathira Stores CDH-I CAFE,1
2025-10-05,800.0,magom rice flowermill cdh_1cafe,1
2025-10-07,800.0,magom rice flowermill cdh_1cafe,1
2025-10-01,12206.0,Star Bakery- Cafe1,1
2025-10-06,12986.0,Star Bakery- Cafe1,1
2025-10-10,3784.0,Star Bakery- Cafe1,1
2025-10-06,2215.0,Sabhalam Enterprises CDH-1 CAFE,1
2025-10-09,3830.0,Sabhalam Enterprises CDH-1 CAFE,1
2025-10-07,35503.0,Rahul Stores /cafe-1,1
2025-10-07,85866.0,Rahul Stores /cafe-1,1
2025-10-10,17520.1,amma vegetables CDH-1 Cafe,1
2025-10-04,14970.0,amma vegetables CDH-1 Cafe,1
2025-10-07,8201.35,amma vegetables CDH-1 Cafe,1
2025-10-07,500.0,cash voucher cdh-2 cafe,1
2025-10-07,650.0,Cash Voucher CDH-2,3
2025-10-06,2300.0,Cash Voucher CDH-2,3
2025-10-07,660.0,Cash Voucher CDH-2,3
2025-10-03,910.0,Cash Voucher CDH-2,3
2025-10-10,1200.0,Cash Voucher CDH-2,3
2025-10-09,6189.0,Cash Voucher CDH-2,3
2025-10-10,1560.0,Cash Voucher CDH-1,2
2025-10-07,1360.0,Cash Voucher CDH-1,2
2025-10-03,100.0,Cash Voucher CDH-1,2
2025-10-03,1060.0,Cash Voucher CDH-1,2
2025-10-07,500.0,Cashvoucher /cafe-1,1
2025-10-10,4432.0,Cashvoucher /cafe-1,1
2025-10-15,1080.0,Magom Rice Flowermill CDH-2,3
2025-10-14,2800.0,Dinu Bakery CDH-2,3
2025-10-15,5810.0,Dinu Bakery CDH-2,3
2025-10-13,35750.0,Fathima Chicken Vithura CDH-2,3
2025-10-16,35655.0,Fathima Chicken Vithura CDH-2,3
2025-10-12,8500.0,Ponnus Papadam CDH-2,3
2025-10-12,10000.0,Fahad Home Center CDH-2,3
2025-10-15,7449.0,Milan Agencies-Milk-CDH-2,3
2025-10-14,8193.9,Milan Agencies-Milk-CDH-2,3
2025-10-16,11173.5,Milan Agencies-Milk-CDH-2,3
2025-10-18,8690.5,Milan Agencies-Milk-CDH-2,3
2025-10-17,8690.5,Milan Agencies-Milk-CDH-2,3
2025-10-13,11173.5,Milan Agencies-Milk-CDH-2,3
2025-10-16,10840.0,Sabhalam Enterprises CDH-2,3
2025-10-13,7670.0,Sabhalam Enterprises CDH-2,3
2025-10-13,33220.0,Ponmudi gas CDH-2,3
2025-10-16,33220.0,Ponmudi gas CDH-2,3
2025-10-13,6325.0,Amma Vegitables cdh-2,3
2025-10-15,28400.0,Amma Vegitables cdh-2,3
2025-10-17,6042.0,Amma Vegitables cdh-2,3
2025-10-18,8768.0,Amma Vegitables cdh-2,3
2025-10-11,7895.0,Amma Vegitables cdh-2,3
2025-10-17,87920.0,Amma Vegitables cdh-2,3
2025-10-14,29460.0,Amma Vegitables cdh-2,3
2025-10-14,14466.2,Amma Vegitables cdh-2,3
2025-10-16,112110.0,Rahul stores CDH-2,3
2025-10-14,59089.0,Priya Vegitables Chalai CDH-2,3
2025-10-13,9102.0,Dinu Bakery CDH-2 cafe,1
2025-10-13,1800.0,Rassika Soda CDH-2CAFE,1
2025-10-13,9585.0,Samudra Logistics CDH-2 cafe,1
2025-10-16,1518.0,Sabhalam Enterprises CAFE CDH-2,1
2025-10-13,1404.0,Sabhalam Enterprises CAFE CDH-2,1
2025-10-17,70653.0,priya Vegitables Chalai CAFE-2,1
2025-10-17,9033.0,priya Vegitables Chalai CAFE-2,1
2025-10-14,5316.0,priya Vegitables Chalai CAFE-2,1
2025-10-14,3417.0,Amma vegetables CDH-2 CAFE,1
2025-10-14,24635.0,Amma vegetables CDH-2 CAFE,1
2025-10-16,10153.0,Rahul Stores cdh-2 cafe,1
2025-10-16,28500.0,Rahul Stores CDH-1,2
2025-10-15,27555.0,Rahul Stores CDH-1,2
2025-10-15,53900.0,Rahul Stores CDH-1,2
2025-10-15,94910.0,Rahul Stores CDH-1,2
2025-10-15,107620.0,Rahul Stores CDH-1,2
2025-10-16,6770.0,Sabhalam enterprises CDH-1,2
2025-10-13,10770.0,Sabhalam enterprises CDH-1,2
2025-10-14,3200.0,Dinu Bakery CDH-1,2
2025-10-15,5600.0,Dinu Bakery CDH-1,2
2025-10-15,1560.0,Dinu Bakery CDH-1,2
2025-10-12,8500.0,Ponnus pappadam CDH-1,2
2025-10-15,12180.0,Mani Stores CDH-1,2
2025-10-10,13440.0,Mani Stores CDH-1,2
2025-10-16,24915.0,Ponmudi gas CDH-1,2
2025-10-13,49830.0,Ponmudi gas CDH-1,2
2025-10-12,10000.0,Fahad Home Center CDH-1,2
2025-10-14,98527.5,Amma vegetables cdh-1,2
2025-10-15,28400.0,Amma vegetables cdh-1,2
2025-10-17,98766.0,Amma vegetables cdh-1,2
2025-10-11,9852.0,Amma vegetables cdh-1,2
2025-10-14,74860.0,Amma vegetables cdh-1,2
2025-10-13,6325.0,Amma vegetables cdh-1,2
2025-10-16,9435.4,Milan Agencies-Milk-CDH-1,2
2025-10-13,10868.2,Milan Agencies-Milk-CDH-1,2
2025-10-18,8690.5,Milan Agencies-Milk-CDH-1,2
2025-10-14,14401.4,Milan Agencies-Milk-CDH-1,2
2025-10-17,12301.0,Milan Agencies-Milk-CDH-1,2
2025-10-15,14211.4,Milan Agencies-Milk-CDH-1,2
2025-10-15,1360.0,Magom Rice&Flowermill CDH-1,2
2025-10-14,800.0,Magom Rice&Flowermill CDH-1,2
2025-10-12,800.0,magom rice flowermill cdh_1cafe,1
2025-10-13,2990.0,Dinu Bakery CDH-1 cafe,1
2025-10-12,4481.0,Dinu Bakery CDH-1 cafe,1
2025-10-17,7880.0,Dinu Bakery CDH-1 cafe,1
2025-10-10,2000.0,Dinu Bakery CDH-1 cafe,1
2025-10-15,13920.0,Mani egg store /cafe-1,1
2025-10-10,11760.0,Mani egg store /cafe-1,1
2025-10-13,4434.0,Samudra Logistics CDH-1 CAFE,1
2025-10-15,24359.0,Rahulstores cafe-1,1
2025-10-13,4065.0,Sabhalam Enterprises CDH-1 CAFE,1
2025-10-16,4065.0,Sabhalam Enterprises CDH-1 CAFE,1
2025-10-15,7100.0,amma vegetables CDH-1 Cafe,1
2025-10-17,18182.1,amma vegetables CDH-1 Cafe,1
2025-10-14,25740.0,amma vegetables CDH-1 Cafe,1
2025-10-14,11462.8,amma vegetables CDH-1 Cafe,1
2025-10-18,460.0,Cash Voucher CDH-2,3
2025-10-14,1933.0,Cash Voucher CDH-2,3
2025-10-14,860.0,Cash Voucher CDH-2,3
2025-10-14,1360.0,Cash Voucher CDH-1,2
2025-10-08,2100.0,cash voucher cdh-2 cafe,1
2025-10-23,14234.8,Amma vegetables cdh-1,2
2025-10-20,8067.0,Amma vegetables cdh-1,2
2025-10-20,21070.0,Amma vegetables cdh-1,2
2025-10-20,62461.8,Amma vegetables cdh-1,2
2025-10-24,107995.0,Amma vegetables cdh-1,2
2025-10-21,65204.0,Amma vegetables cdh-1,2
2025-10-18,50895.0,Amma vegetables cdh-1,2
2025-10-24,71615.0,Amma vegetables cdh-1,2
2025-10-24,11734.5,amma vegetables CDH-1 Cafe,1
2025-10-20,8036.1,amma vegetables CDH-1 Cafe,1
2025-10-17,800.0,magom rice flowermill cdh_1cafe,1
2025-10-20,800.0,magom rice flowermill cdh_1cafe,1
2025-10-22,1360.0,Magom Rice&Flowermill CDH-1,2
2025-10-23,12426.0,Dinu Bakery CDH-1 cafe,1
2025-10-19,17569.0,Dinu Bakery CDH-1 cafe,1
2025-10-19,37239.0,Dinu Bakery CDH-1 cafe,1
2025-10-23,220.0,Dinu Bakery CDH-1,2
2025-10-22,6300.0,Dinu Bakery CDH-1,2
2025-10-21,3600.0,Dinu Bakery CDH-1,2
2025-10-19,2000.0,Dinu Bakery CDH-1,2
2025-10-23,5400.0,Dinu Bakery CDH-1,2
2025-10-19,220.0,Dinu Bakery CDH-1,2
2025-10-20,9000.0,Dinu Bakery CDH-1,2
2025-10-23,6800.0,Ponnus pappadam CDH-1,2
2025-10-21,35000.0,Star vehicle rent,4
2025-10-18,24915.0,Ponmudi gas CDH-1,2
2025-10-21,24915.0,Ponmudi gas CDH-1,2
2025-10-22,24915.0,Ponmudi gas CDH-1,2
2025-10-22,13162.5,Mani Stores CDH-1,2
2025-10-22,13162.5,Mani egg store /cafe-1,1
2025-10-24,101490.0,Rahul Stores CDH-1,2
2025-10-24,3900.0,Rahul Stores /cafe-1,1
2025-10-14,15233.0,Star Bakery- Cafe1,1
2025-10-17,25092.0,Star Bakery- Cafe1,1
2025-10-11,16227.0,Star Bakery- Cafe1,1
2025-10-13,122616.0,Star Bakery CDH-1,2
2025-10-21,7120.0,Thiruvathira Stores CDH-I CAFE,1
2025-10-20,6590.0,Sabhalam Enterprises CDH-1 CAFE,1
2025-10-23,4065.0,Sabhalam Enterprises CDH-1 CAFE,1
2025-10-23,6770.0,Sabhalam enterprises CDH-1,2
2025-10-20,6555.0,Sabhalam enterprises CDH-1,2
2025-10-20,10520.0,Fahad Home Center CDH-1,2
2025-10-20,1160.0,Cash Voucher CDH-1,2
2025-10-17,1360.0,Cash Voucher CDH-1,2
2025-10-15,500.0,Cash Voucher CDH-1,2
2025-10-20,315.0,Cash Voucher CDH-1,2
2025-10-15,1900.0,Cash Voucher CDH-1,2
2025-10-23,3547.0,Cash Voucher CDH-1,2
2025-10-23,1356.0,Cash Voucher CDH-1,2
2025-10-25,9187.1,Milan Agencies-Milk-CDH-1,2
2025-10-22,8690.5,Milan Agencies-Milk-CDH-1,2
2025-10-19,13466.5,Milan Agencies-Milk-CDH-1,2
2025-10-21,6207.5,Milan Agencies-Milk-CDH-1,2
2025-10-23,12291.5,Milan Agencies-Milk-CDH-1,2
2025-10-20,8690.5,Milan Agencies-Milk-CDH-1,2
2025-10-24,9187.1,Milan Agencies-Milk-CDH-1,2
2025-10-21,35473.0,Fathima Chicken Vithura CDH-2,3
2025-10-23,34770.0,Fathima Chicken Vithura CDH-2,3
2025-10-20,51221.0,Priya Vegitables Chalai CDH-2,3
2025-10-20,4089.0,priya Vegitables Chalai CAFE-2,1
2025-10-24,137460.0,Rahul stores CDH-2,3
2025-10-22,1160.0,Magom Rice Flowermill CDH-2,3
2025-10-22,7200.0,Dinu Bakery CDH-2,3
2025-10-20,7200.0,Dinu Bakery CDH-2,3
2025-10-20,3960.0,Dinu Bakery CDH-2,3
2025-10-21,3600.0,Dinu Bakery CDH-2,3
2025-10-23,540.0,Dinu Bakery CDH-2,3
2025-10-19,2000.0,Dinu Bakery CDH-2,3
2025-10-19,36318.0,Dinu Bakery CDH-2 cafe,1
2025-10-22,2990.0,Dinu Bakery CDH-2 cafe,1
2025-10-25,8690.5,Milan Agencies-Milk-CDH-2,3
2025-10-20,11173.5,Milan Agencies-Milk-CDH-2,3
2025-10-21,8690.5,Milan Agencies-Milk-CDH-2,3
2025-10-24,9932.0,Milan Agencies-Milk-CDH-2,3
2025-10-23,12415.0,Milan Agencies-Milk-CDH-2,3
2025-10-22,9932.0,Milan Agencies-Milk-CDH-2,3
2025-10-19,13656.5,Milan Agencies-Milk-CDH-2,3
2025-10-11,13817.0,Star Bakery /cafe-cdh-2,1
